"zip","lat","lon","city","abr","county","type"
40233,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40241,38.3,-85.58,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40242,38.28,-85.59,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40243,38.24,-85.54,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40245,38.26,-85.48,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40250,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40251,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40252,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40253,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40255,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40256,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40257,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40258,38.15,-85.86,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40259,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40261,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40266,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40268,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40269,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40270,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40272,38.08,-85.85,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40280,38.25,-85.69,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40281,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40282,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40283,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40285,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40287,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40289,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40290,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40291,38.13,-85.58,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40292,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40293,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40294,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40295,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40296,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40297,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","UNIQUE"
40298,38.19,-85.68,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40299,38.18,-85.52,"LOUISVILLE","KY","JEFFERSON","STANDARD"
40310,37.75,-84.75,"BURGIN","KY","MERCER","PO BOX ONLY"
40311,38.33,-83.99,"CARLISLE","KY","NICHOLAS","STANDARD"
40312,37.85,-83.86,"CLAY CITY","KY","POWELL","STANDARD"
40313,38.13,-83.44,"CLEARFIELD","KY","ROWAN","STANDARD"
40316,37.94,-83.61,"DENNISTON","KY","MENIFEE","STANDARD"
40317,38.18,-83.27,"ELLIOTTVILLE","KY","ROWAN","PO BOX ONLY"
40319,38.14,-83.53,"FARMERS","KY","ROWAN","PO BOX ONLY"
40320,37.97,-84.16,"FORD","KY","CLARK","STANDARD"
40322,37.95,-83.61,"FRENCHBURG","KY","MENIFEE","STANDARD"
40324,38.24,-84.57,"GEORGETOWN","KY","SCOTT","STANDARD"
40328,37.59,-85.09,"GRAVEL SWITCH","KY","MARION","STANDARD"
40329,38.21,-83.42,"HALDEMAN","KY","ROWAN","PO BOX ONLY"
40330,37.8,-84.86,"HARRODSBURG","KY","MERCER","STANDARD"
40334,38.02,-83.77,"HOPE","KY","MONTGOMERY","STANDARD"
40336,37.7,-83.94,"IRVINE","KY","ESTILL","STANDARD"
40337,37.96,-83.87,"JEFFERSONVILLE","KY","MONTGOMERY","STANDARD"
40339,37.95,-84.66,"KEENE","KY","JESSAMINE","PO BOX ONLY"
40340,37.87,-84.58,"NICHOLASVILLE","KY","JESSAMINE","STANDARD"
40342,38.01,-84.98,"LAWRENCEBURG","KY","ANDERSON","STANDARD"
40346,37.97,-83.74,"MEANS","KY","MENIFEE","STANDARD"
40347,38.15,-84.72,"MIDWAY","KY","WOODFORD","STANDARD"
40348,38.3,-84.15,"MILLERSBURG","KY","BOURBON","PO BOX ONLY"
40350,38.3,-83.89,"MOOREFIELD","KY","NICHOLAS","STANDARD"
40351,38.21,-83.42,"MOREHEAD","KY","ROWAN","STANDARD"
40353,38.05,-83.92,"MOUNT STERLING","KY","MONTGOMERY","STANDARD"
40355,38.63,-84.88,"NEW LIBERTY","KY","OWEN","STANDARD"
40356,37.86,-84.57,"NICHOLASVILLE","KY","JESSAMINE","STANDARD"
40357,38.15,-84.11,"NORTH MIDDLETOWN","KY","BOURBON","PO BOX ONLY"
40358,38.08,-83.7,"OLYMPIA","KY","BATH","STANDARD"
40359,38.49,-84.84,"OWENTON","KY","OWEN","STANDARD"
40360,38.15,-83.78,"OWINGSVILLE","KY","BATH","STANDARD"
40361,38.22,-84.21,"PARIS","KY","BOURBON","STANDARD"
40362,38.22,-84.21,"PARIS","KY","BOURBON","STANDARD"
40363,38.52,-85.01,"PERRY PARK","KY","OWEN","PO BOX ONLY"
40366,38.09,-83.76,"PRESTON","KY","BATH","STANDARD"
40370,38.38,-84.55,"SADIEVILLE","KY","SCOTT","STANDARD"
40371,38.1,-83.62,"SALT LICK","KY","BATH","STANDARD"
40372,37.87,-84.88,"SALVISA","KY","MERCER","STANDARD"
40374,38.23,-83.88,"SHARPSBURG","KY","BATH","STANDARD"
40376,37.82,-83.69,"SLADE","KY","POWELL","STANDARD"
40379,38.31,-84.68,"STAMPING GROUND","KY","SCOTT","STANDARD"
40380,37.82,-83.79,"STANTON","KY","POWELL","STANDARD"
40383,38,-84.74,"VERSAILLES","KY","WOODFORD","STANDARD"
40384,38.02,-84.75,"VERSAILLES","KY","WOODFORD","UNIQUE"
40385,37.72,-84.14,"WACO","KY","MADISON","STANDARD"
40386,38.02,-84.75,"VERSAILLES","KY","WOODFORD","UNIQUE"
40387,37.98,-83.47,"WELLINGTON","KY","MENIFEE","STANDARD"
40390,37.86,-84.67,"WILMORE","KY","JESSAMINE","STANDARD"
40391,37.96,-84.16,"WINCHESTER","KY","CLARK","STANDARD"
40392,37.97,-84.16,"WINCHESTER","KY","CLARK","STANDARD"
40402,37.31,-83.97,"ANNVILLE","KY","JACKSON","STANDARD"
40403,37.59,-84.24,"BEREA","KY","MADISON","STANDARD"
40404,37.72,-84.3,"BEREA","KY","MADISON","UNIQUE"
40405,37.72,-84.3,"BIGHILL","KY","MADISON","PO BOX ONLY"
40409,37.37,-84.41,"BRODHEAD","KY","ROCKCASTLE","STANDARD"
40410,37.65,-84.55,"BRYANTSVILLE","KY","GARRARD","PO BOX ONLY"
40419,37.43,-84.52,"CRAB ORCHARD","KY","LINCOLN","STANDARD"
40421,37.42,-83.99,"DABOLT","KY","JACKSON","PO BOX ONLY"
40422,37.64,-84.85,"DANVILLE","KY","BOYLE","STANDARD"
40423,37.62,-84.85,"DANVILLE","KY","BOYLE","STANDARD"
40434,37.4,-83.91,"GRAY HAWK","KY","JACKSON","PO BOX ONLY"
40437,37.44,-84.77,"HUSTONVILLE","KY","LINCOLN","STANDARD"
40440,37.58,-84.85,"JUNCTION CITY","KY","BOYLE","STANDARD"
40442,37.36,-84.7,"KINGS MOUNTAIN","KY","LINCOLN","STANDARD"
40444,37.68,-84.58,"LANCASTER","KY","GARRARD","STANDARD"
40445,37.29,-84.21,"LIVINGSTON","KY","ROCKCASTLE","STANDARD"
40446,37.65,-84.55,"LANCASTER","KY","GARRARD","UNIQUE"
40447,37.43,-84.03,"MC KEE","KY","JACKSON","STANDARD"
40448,37.45,-84.7,"MC KINNEY","KY","LINCOLN","PO BOX ONLY"
40452,37.6,-84.95,"MITCHELLSBURG","KY","BOYLE","PO BOX ONLY"
40456,37.4,-84.34,"MOUNT VERNON","KY","ROCKCASTLE","STANDARD"
40460,37.35,-84.32,"ORLANDO","KY","ROCKCASTLE","STANDARD"
40461,37.59,-84.43,"PAINT LICK","KY","GARRARD","STANDARD"
40464,37.57,-84.92,"PARKSVILLE","KY","BOYLE","STANDARD"
40467,37.42,-83.99,"PEOPLES","KY","JACKSON","PO BOX ONLY"
40468,37.64,-84.98,"PERRYVILLE","KY","BOYLE","STANDARD"
40472,37.71,-83.86,"RAVENNA","KY","ESTILL","STANDARD"
40473,37.35,-84.32,"RENFRO VALLEY","KY","ROCKCASTLE","PO BOX ONLY"
40475,37.76,-84.3,"RICHMOND","KY","MADISON","STANDARD"
40476,37.72,-84.3,"RICHMOND","KY","MADISON","STANDARD"
40481,37.47,-84.06,"SANDGAP","KY","JACKSON","STANDARD"
40484,37.52,-84.68,"STANFORD","KY","LINCOLN","STANDARD"
40486,37.36,-83.93,"TYNER","KY","JACKSON","STANDARD"
40488,37.47,-84.04,"WANETA","KY","JACKSON","PO BOX ONLY"
40489,37.38,-84.62,"WAYNESBURG","KY","LINCOLN","STANDARD"
40492,37.35,-84.32,"WILDIE","KY","ROCKCASTLE","PO BOX ONLY"
40495,37.71,-84.08,"WINSTON","KY","ESTILL","PO BOX ONLY"
40502,38.02,-84.49,"LEXINGTON","KY","FAYETTE","STANDARD"
40503,38,-84.54,"LEXINGTON","KY","FAYETTE","STANDARD"
40504,38.04,-84.54,"LEXINGTON","KY","FAYETTE","STANDARD"
40505,38.06,-84.46,"LEXINGTON","KY","FAYETTE","STANDARD"
40506,38.03,-84.51,"LEXINGTON","KY","FAYETTE","UNIQUE"
40507,38.05,-84.5,"LEXINGTON","KY","FAYETTE","STANDARD"
40508,38.05,-84.5,"LEXINGTON","KY","FAYETTE","STANDARD"
40509,37.99,-84.37,"LEXINGTON","KY","FAYETTE","STANDARD"
40510,38.06,-84.59,"LEXINGTON","KY","FAYETTE","STANDARD"
40511,38.13,-84.49,"LEXINGTON","KY","FAYETTE","STANDARD"
40512,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40513,38.02,-84.61,"LEXINGTON","KY","FAYETTE","STANDARD"
40514,37.98,-84.56,"LEXINGTON","KY","FAYETTE","STANDARD"
40515,37.92,-84.44,"LEXINGTON","KY","FAYETTE","STANDARD"
40516,38.06,-84.43,"LEXINGTON","KY","FAYETTE","STANDARD"
40517,37.99,-84.49,"LEXINGTON","KY","FAYETTE","STANDARD"
40522,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40523,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40524,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40526,38.03,-84.47,"LEXINGTON","KY","FAYETTE","UNIQUE"
40533,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40536,38.03,-84.51,"LEXINGTON","KY","FAYETTE","UNIQUE"
40544,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40546,38.03,-84.47,"LEXINGTON","KY","FAYETTE","UNIQUE"
40550,38.03,-84.47,"LEXINGTON","KY","FAYETTE","UNIQUE"
40555,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40574,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40575,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40576,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40577,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40578,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40579,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40580,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40581,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40582,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40583,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40584,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40585,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40586,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40587,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40588,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40589,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40590,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40591,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40592,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40593,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40594,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40595,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40596,38.03,-84.47,"LEXINGTON","KY","FAYETTE","STANDARD"
40601,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","STANDARD"
40602,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","STANDARD"
40603,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","STANDARD"
40604,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","STANDARD"
40618,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","UNIQUE"
40619,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","UNIQUE"
40620,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","UNIQUE"
40621,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","UNIQUE"
40622,38.23,-84.87,"FRANKFORT","KY","FRANKLIN","UNIQUE"
40701,36.85,-84.18,"CORBIN","KY","WHITLEY","STANDARD"
40702,36.94,-84.1,"CORBIN","KY","WHITLEY","STANDARD"
40724,37.15,-84.14,"BUSH","KY","LAUREL","PO BOX ONLY"
40729,37.25,-84.14,"EAST BERNSTADT","KY","LAUREL","STANDARD"
40730,36.7,-84.14,"EMLYN","KY","WHITLEY","PO BOX ONLY"
40734,36.94,-83.93,"GRAY","KY","KNOX","STANDARD"
40737,37,-84.13,"KEAVY","KY","LAUREL","STANDARD"
40740,37.03,-84.03,"LILY","KY","LAUREL","STANDARD"
40741,37.15,-84.1,"LONDON","KY","LAUREL","STANDARD"
40742,37.14,-84.12,"LONDON","KY","LAUREL","STANDARD"
40743,37.13,-84.05,"LONDON","KY","LAUREL","STANDARD"
40744,37.1,-84.11,"LONDON","KY","LAUREL","STANDARD"
40745,37.14,-84.12,"LONDON","KY","LAUREL","STANDARD"
40751,37.14,-84.12,"MARYDELL","KY","LAUREL","PO BOX ONLY"
40754,36.78,-84.12,"NEVISDALE","KY","WHITLEY","STANDARD"
40755,37.17,-84.12,"PITTSBURG","KY","LAUREL","PO BOX ONLY"
40759,36.83,-84.07,"ROCKHOLDS","KY","WHITLEY","STANDARD"
40763,36.7,-83.96,"SILER","KY","WHITLEY","STANDARD"
40769,36.75,-84.14,"WILLIAMSBURG","KY","WHITLEY","STANDARD"
40771,36.87,-83.83,"WOODBINE","KY","KNOX","STANDARD"
40801,36.87,-83.29,"AGES BROOKSIDE","KY","HARLAN","PO BOX ONLY"
40803,37.01,-83.46,"ASHER","KY","LESLIE","PO BOX ONLY"
40806,36.88,-83.3,"BAXTER","KY","HARLAN","STANDARD"
40807,36.97,-82.96,"BENHAM","KY","HARLAN","PO BOX ONLY"
40808,36.98,-83.21,"BIG LAUREL","KY","HARLAN","STANDARD"
40810,36.93,-83.32,"BLEDSOE","KY","HARLAN","STANDARD"
40813,36.71,-83.64,"CALVIN","KY","BELL","STANDARD"
40815,36.78,-83.29,"CAWOOD","KY","HARLAN","STANDARD"
40816,37.01,-83.35,"CHAPPELL","KY","LESLIE","STANDARD"
40818,36.79,-83.26,"COALGOOD","KY","HARLAN","STANDARD"
40819,36.82,-83.47,"COLDIRON","KY","HARLAN","STANDARD"
40820,36.85,-83.17,"CRANKS","KY","HARLAN","STANDARD"
40823,36.91,-83.16,"CUMBERLAND","KY","HARLAN","STANDARD"
40824,36.84,-83.38,"DAYHOIT","KY","HARLAN","PO BOX ONLY"
40826,37.04,-82.81,"EOLIA","KY","LETCHER","STANDARD"
40827,37.05,-83.46,"ESSIE","KY","LESLIE","STANDARD"
40828,36.84,-83.22,"EVARTS","KY","HARLAN","STANDARD"
40829,36.8,-83.26,"GRAYS KNOB","KY","HARLAN","PO BOX ONLY"
40830,36.77,-83.33,"GULSTON","KY","HARLAN","STANDARD"
40831,36.86,-83.2,"HARLAN","KY","HARLAN","STANDARD"
40840,36.95,-83.43,"HELTON","KY","LESLIE","STANDARD"
40843,36.88,-82.99,"HOLMES MILL","KY","HARLAN","STANDARD"
40844,37.07,-83.42,"HOSKINSTON","KY","LESLIE","PO BOX ONLY"
40845,36.77,-83.71,"HULEN","KY","BELL","STANDARD"
40847,36.87,-83.15,"KENVIR","KY","HARLAN","PO BOX ONLY"
40849,36.89,-83.14,"LEJUNIOR","KY","HARLAN","PO BOX ONLY"
40854,36.85,-83.35,"LOYALL","KY","HARLAN","PO BOX ONLY"
40855,36.96,-82.92,"LYNCH","KY","HARLAN","PO BOX ONLY"
40856,36.77,-83.71,"MIRACLE","KY","BELL","STANDARD"
40858,37,-83.39,"MOZELLE","KY","LESLIE","STANDARD"
40862,37.01,-82.88,"PARTRIDGE","KY","LETCHER","STANDARD"
40863,36.75,-83.46,"PATHFORK","KY","HARLAN","STANDARD"
40865,36.9,-83.24,"PUTNEY","KY","HARLAN","STANDARD"
40868,37.08,-83.42,"STINNETT","KY","LESLIE","STANDARD"
40870,36.93,-83.16,"TOTZ","KY","HARLAN","STANDARD"
40873,36.82,-83.42,"WALLINS CREEK","KY","HARLAN","STANDARD"
40874,36.98,-83.47,"WARBRANCH","KY","LESLIE","STANDARD"
40902,36.77,-83.71,"ARJAY","KY","BELL","STANDARD"
40903,36.84,-83.85,"ARTEMUS","KY","KNOX","STANDARD"
40906,36.81,-83.89,"BARBOURVILLE","KY","KNOX","STANDARD"
40913,36.77,-83.71,"BEVERLY","KY","BELL","STANDARD"
40914,37.15,-83.74,"BIG CREEK","KY","CLAY","STANDARD"
40915,36.91,-83.79,"BIMBLE","KY","KNOX","STANDARD"
40921,36.87,-83.83,"BRYANTS STORE","KY","KNOX","STANDARD"
40923,36.87,-83.83,"CANNON","KY","KNOX","STANDARD"
40927,36.88,-83.03,"CLOSPLINT","KY","HARLAN","STANDARD"
40930,36.87,-83.83,"DEWITT","KY","KNOX","PO BOX ONLY"
40931,37.15,-83.74,"ERILINE","KY","CLAY","PO BOX ONLY"
40932,37.15,-83.74,"FALL ROCK","KY","CLAY","PO BOX ONLY"
40935,36.87,-83.83,"FLAT LICK","KY","KNOX","STANDARD"
40939,36.87,-83.83,"FOURMILE","KY","KNOX","STANDARD"
40940,36.77,-83.71,"FRAKES","KY","BELL","STANDARD"
40941,37.15,-83.74,"GARRARD","KY","CLAY","PO BOX ONLY"
40943,36.87,-83.83,"GIRDLER","KY","KNOX","STANDARD"
40944,37.15,-83.74,"GOOSE ROCK","KY","CLAY","PO BOX ONLY"
40946,36.87,-83.83,"GREEN ROAD","KY","KNOX","STANDARD"
40949,36.87,-83.83,"HEIDRICK","KY","KNOX","STANDARD"
40951,37.15,-83.74,"HIMA","KY","CLAY","PO BOX ONLY"
40953,36.87,-83.83,"HINKLE","KY","KNOX","STANDARD"
40955,36.77,-83.71,"INGRAM","KY","BELL","PO BOX ONLY"
40958,36.77,-83.71,"KETTLE ISLAND","KY","BELL","STANDARD"
40962,37.15,-83.78,"MANCHESTER","KY","CLAY","STANDARD"
40964,36.84,-83.18,"MARY ALICE","KY","HARLAN","STANDARD"
40965,36.67,-83.69,"MIDDLESBORO","KY","BELL","STANDARD"
40972,37.15,-83.74,"ONEIDA","KY","CLAY","STANDARD"
40977,36.72,-83.77,"PINEVILLE","KY","BELL","STANDARD"
40979,37.04,-83.49,"ROARK","KY","LESLIE","STANDARD"
40981,37.33,-83.39,"SAUL","KY","PERRY","PO BOX ONLY"
40982,36.87,-83.83,"SCALF","KY","KNOX","STANDARD"
40983,37.15,-83.74,"SEXTONS CREEK","KY","CLAY","STANDARD"
40988,36.77,-83.71,"STONEY FORK","KY","BELL","STANDARD"
40995,36.87,-83.83,"TROSPER","KY","KNOX","STANDARD"
40997,36.87,-83.83,"WALKER","KY","KNOX","STANDARD"
40999,36.87,-83.83,"WOOLLUM","KY","KNOX","STANDARD"
41001,38.92,-84.37,"ALEXANDRIA","KY","CAMPBELL","STANDARD"
41002,38.72,-83.98,"AUGUSTA","KY","BRACKEN","STANDARD"
41003,38.44,-84.35,"BERRY","KY","HARRISON","STANDARD"
41004,38.64,-84.09,"BROOKSVILLE","KY","BRACKEN","STANDARD"
41005,39.02,-84.77,"BURLINGTON","KY","BOONE","STANDARD"
41006,38.74,-84.39,"BUTLER","KY","PENDLETON","STANDARD"
41007,38.91,-84.32,"CALIFORNIA","KY","CAMPBELL","STANDARD"
41008,38.66,-85.1,"CARROLLTON","KY","CARROLL","STANDARD"
41010,38.55,-84.61,"CORINTH","KY","GRANT","STANDARD"
41011,39.06,-84.54,"COVINGTON","KY","KENTON","STANDARD"
41012,38.94,-84.52,"COVINGTON","KY","KENTON","STANDARD"
41014,39.06,-84.51,"COVINGTON","KY","KENTON","STANDARD"
41015,38.95,-84.49,"LATONIA","KY","KENTON","STANDARD"
41016,39.08,-84.57,"COVINGTON","KY","KENTON","STANDARD"
41017,39.03,-84.56,"FT MITCHELL","KY","KENTON","STANDARD"
41018,39.02,-84.59,"ERLANGER","KY","KENTON","STANDARD"
41019,38.94,-84.52,"COVINGTON","KY","KENTON","UNIQUE"
41022,38.96,-84.75,"FLORENCE","KY","BOONE","STANDARD"
41030,38.77,-84.6,"CRITTENDEN","KY","GRANT","STANDARD"
41031,38.36,-84.32,"CYNTHIANA","KY","HARRISON","STANDARD"
41033,38.76,-84.49,"DE MOSSVILLE","KY","PENDLETON","STANDARD"
41034,38.71,-83.9,"DOVER","KY","MASON","STANDARD"
41035,38.69,-84.65,"DRY RIDGE","KY","GRANT","STANDARD"
41037,38.35,-83.72,"ELIZAVILLE","KY","FLEMING","PO BOX ONLY"
41039,38.35,-83.72,"EWING","KY","FLEMING","STANDARD"
41040,38.64,-84.32,"FALMOUTH","KY","PENDLETON","STANDARD"
41041,38.44,-83.73,"FLEMINGSBURG","KY","FLEMING","STANDARD"
41042,38.99,-84.66,"FLORENCE","KY","BOONE","STANDARD"
41043,38.77,-84.17,"FOSTER","KY","BRACKEN","STANDARD"
41044,38.64,-83.99,"GERMANTOWN","KY","BRACKEN","STANDARD"
41045,38.72,-85.05,"GHENT","KY","CARROLL","STANDARD"
41046,38.73,-84.81,"GLENCOE","KY","GALLATIN","STANDARD"
41048,39.09,-84.71,"HEBRON","KY","BOONE","STANDARD"
41049,38.24,-83.58,"HILLSBORO","KY","FLEMING","STANDARD"
41051,38.92,-84.55,"INDEPENDENCE","KY","KENTON","STANDARD"
41052,38.66,-84.75,"JONESVILLE","KY","GRANT","STANDARD"
41053,38.94,-84.52,"KENTON","KY","KENTON","PO BOX ONLY"
41054,38.59,-84.58,"MASON","KY","GRANT","PO BOX ONLY"
41055,38.52,-83.86,"MAYSLICK","KY","MASON","STANDARD"
41056,38.62,-83.81,"MAYSVILLE","KY","MASON","STANDARD"
41059,39,-84.36,"MELBOURNE","KY","CAMPBELL","STANDARD"
41061,38.69,-84.07,"MILFORD","KY","BRACKEN","PO BOX ONLY"
41062,38.72,-83.91,"MINERVA","KY","MASON","PO BOX ONLY"
41063,38.87,-84.52,"MORNING VIEW","KY","KENTON","STANDARD"
41064,38.53,-84.04,"MOUNT OLIVET","KY","ROBERTSON","STANDARD"
41065,38.35,-83.72,"MUSES MILLS","KY","FLEMING","PO BOX ONLY"
41071,39.06,-84.48,"NEWPORT","KY","CAMPBELL","STANDARD"
41072,38.96,-84.37,"NEWPORT","KY","CAMPBELL","STANDARD"
41073,39.1,-84.47,"BELLEVUE","KY","CAMPBELL","STANDARD"
41074,39.06,-84.4,"DAYTON","KY","CAMPBELL","STANDARD"
41075,39.08,-84.45,"FORT THOMAS","KY","CAMPBELL","STANDARD"
41076,39.03,-84.44,"NEWPORT","KY","CAMPBELL","STANDARD"
41080,39.04,-84.84,"PETERSBURG","KY","BOONE","STANDARD"
41081,38.35,-83.72,"PLUMMERS LANDING","KY","FLEMING","PO BOX ONLY"
41083,38.66,-85.01,"SANDERS","KY","CARROLL","STANDARD"
41085,39.03,-84.39,"SILVER GROVE","KY","CAMPBELL","PO BOX ONLY"
41086,38.73,-84.9,"SPARTA","KY","GALLATIN","STANDARD"
41091,38.92,-84.75,"UNION","KY","BOONE","STANDARD"
41092,38.82,-84.69,"VERONA","KY","BOONE","STANDARD"
41093,38.35,-83.72,"WALLINGFORD","KY","FLEMING","STANDARD"
41094,38.88,-84.67,"WALTON","KY","BOONE","STANDARD"
41095,38.76,-84.88,"WARSAW","KY","GALLATIN","STANDARD"
41096,38.61,-83.81,"WASHINGTON","KY","MASON","PO BOX ONLY"
41097,38.65,-84.6,"WILLIAMSTOWN","KY","GRANT","STANDARD"
41098,38.64,-85.05,"WORTHVILLE","KY","CARROLL","STANDARD"
41099,38.96,-84.37,"NEWPORT","KY","CAMPBELL","UNIQUE"
41101,38.43,-82.69,"ASHLAND","KY","BOYD","STANDARD"
41102,38.42,-82.72,"ASHLAND","KY","BOYD","STANDARD"
41105,38.37,-82.69,"ASHLAND","KY","BOYD","STANDARD"
41114,38.37,-82.69,"ASHLAND","KY","BOYD","UNIQUE"
41121,38.51,-82.87,"ARGILLITE","KY","GREENUP","STANDARD"
41124,38.07,-82.74,"BLAINE","KY","LAWRENCE","STANDARD"
41127,38.6,-83.36,"CAMP DIX","KY","LEWIS","STANDARD"
41128,38.43,-83.13,"CARTER","KY","CARTER","PO BOX ONLY"
41129,38.35,-82.65,"CATLETTSBURG","KY","BOYD","STANDARD"
41132,38.26,-82.86,"DENTON","KY","CARTER","STANDARD"
41135,38.52,-83.34,"EMERSON","KY","LEWIS","STANDARD"
41137,38.52,-83.34,"FIREBRICK","KY","LEWIS","STANDARD"
41139,38.5,-82.73,"FLATWOODS","KY","GREENUP","STANDARD"
41141,38.52,-83.34,"GARRISON","KY","LEWIS","STANDARD"
41142,38.29,-83.08,"GRAHN","KY","CARTER","PO BOX ONLY"
41143,38.32,-83,"GRAYSON","KY","CARTER","STANDARD"
41144,38.62,-82.84,"GREENUP","KY","GREENUP","STANDARD"
41146,38.27,-83.06,"HITCHINS","KY","CARTER","STANDARD"
41149,38.13,-83.08,"ISONVILLE","KY","ELLIOTT","STANDARD"
41150,38.23,-83.24,"JACOBS","KY","CARTER","STANDARD"
41156,38.57,-82.92,"LLOYD","KY","GREENUP","PO BOX ONLY"
41159,38.07,-82.74,"MARTHA","KY","LAWRENCE","STANDARD"
41160,38.07,-82.74,"MAZIE","KY","LAWRENCE","STANDARD"
41164,38.35,-83.18,"OLIVE HILL","KY","CARTER","STANDARD"
41166,38.52,-83.34,"QUINCY","KY","LEWIS","STANDARD"
41168,38.31,-82.72,"RUSH","KY","BOYD","STANDARD"
41169,38.61,-82.83,"RUSSELL","KY","GREENUP","STANDARD"
41170,38.52,-83.34,"SAINT PAUL","KY","LEWIS","STANDARD"
41171,38.13,-83.08,"SANDY HOOK","KY","ELLIOTT","STANDARD"
