"zip","lat","lon","city","abr","county","type"
501,40.92,-72.64,"HOLTSVILLE","NY","SUFFOLK","UNIQUE"
544,40.92,-72.64,"HOLTSVILLE","NY","SUFFOLK","UNIQUE"
601,18.17,-66.72,"ADJUNTAS","PR","ADJUNTAS","STANDARD"
602,18.39,-67.18,"AGUADA","PR","AGUADA","STANDARD"
603,18.46,-67.15,"AGUADILLA","PR","AGUADILLA","STANDARD"
604,18.49,-67.14,"AGUADILLA","PR","AGUADILLA","STANDARD"
605,18.47,-67.14,"AGUADILLA","PR","AGUADILLA","STANDARD"
606,18.17,-66.94,"MARICAO","PR","MARICAO","STANDARD"
610,18.29,-67.14,"ANASCO","PR","ANASCO","STANDARD"
611,18.28,-66.8,"ANGELES","PR","UTUADO","PO BOX ONLY"
612,18.45,-66.7,"ARECIBO","PR","ARECIBO","STANDARD"
613,18.46,-66.73,"ARECIBO","PR","ARECIBO","STANDARD"
614,18.43,-66.67,"ARECIBO","PR","ARECIBO","STANDARD"
616,18.44,-66.64,"BAJADERO","PR","ARECIBO","STANDARD"
617,18.45,-66.54,"BARCELONETA","PR","BARCELONETA","STANDARD"
622,18,-67.19,"BOQUERON","PR","CABO ROJO","STANDARD"
623,18.06,-67.15,"CABO ROJO","PR","CABO ROJO","STANDARD"
624,18.02,-66.73,"PENUELAS","PR","PENUELAS","STANDARD"
627,18.48,-66.85,"CAMUY","PR","CAMUY","STANDARD"
631,18.27,-66.86,"CASTANER","PR","LARES","STANDARD"
636,18.11,-67.04,"ROSARIO","PR","SAN GERMAN","STANDARD"
637,18.09,-66.93,"SABANA GRANDE","PR","SABANA GRANDE","STANDARD"
638,18.34,-66.47,"CIALES","PR","CIALES","STANDARD"
641,18.25,-66.7,"UTUADO","PR","UTUADO","STANDARD"
646,18.44,-66.28,"DORADO","PR","DORADO","STANDARD"
647,17.97,-66.94,"ENSENADA","PR","GUANICA","STANDARD"
650,18.36,-66.56,"FLORIDA","PR","FLORIDA","STANDARD"
652,18.46,-66.6,"GARROCHALES","PR","ARECIBO","STANDARD"
653,17.97,-66.9,"GUANICA","PR","GUANICA","STANDARD"
656,18.02,-66.79,"GUAYANILLA","PR","GUAYANILLA","STANDARD"
659,18.48,-66.81,"HATILLO","PR","HATILLO","STANDARD"
660,18.15,-67.14,"HORMIGUEROS","PR","HORMIGUEROS","STANDARD"
662,18.48,-67.03,"ISABELA","PR","ISABELA","STANDARD"
664,18.22,-66.6,"JAYUYA","PR","JAYUYA","STANDARD"
667,18.02,-67.06,"LAJAS","PR","LAJAS","STANDARD"
669,18.3,-66.88,"LARES","PR","LARES","STANDARD"
670,18.25,-66.99,"LAS MARIAS","PR","LAS MARIAS","STANDARD"
674,18.45,-66.49,"MANATI","PR","MANATI","STANDARD"
676,18.38,-67.08,"MOCA","PR","MOCA","STANDARD"
677,18.34,-67.25,"RINCON","PR","RINCON","STANDARD"
678,18.45,-66.93,"QUEBRADILLAS","PR","QUEBRADILLAS","STANDARD"
680,18.22,-67.51,"MAYAGUEZ","PR","MAYAGUEZ","STANDARD"
681,18.22,-67.51,"MAYAGUEZ","PR","MAYAGUEZ","STANDARD"
682,18.22,-67.51,"MAYAGUEZ","PR","MAYAGUEZ","STANDARD"
683,18.11,-67.04,"SAN GERMAN","PR","SAN GERMAN","STANDARD"
685,18.32,-66.97,"SAN SEBASTIAN","PR","SAN SEBASTIAN","STANDARD"
687,18.32,-66.42,"MOROVIS","PR","MOROVIS","STANDARD"
688,18.43,-66.67,"SABANA HOYOS","PR","ARECIBO","STANDARD"
690,18.48,-67.14,"SAN ANTONIO","PR","AGUADILLA","STANDARD"
692,18.44,-66.34,"VEGA ALTA","PR","VEGA ALTA","STANDARD"
693,18.44,-66.4,"VEGA BAJA","PR","VEGA BAJA","STANDARD"
694,18.44,-66.4,"VEGA BAJA","PR","VEGA BAJA","STANDARD"
698,18.06,-66.86,"YAUCO","PR","YAUCO","STANDARD"
703,18.25,-66.13,"AGUAS BUENAS","PR","AGUAS BUENAS","STANDARD"
704,17.99,-66.14,"AGUIRRE","PR","GUAYAMA","STANDARD"
705,18.13,-66.27,"AIBONITO","PR","AIBONITO","STANDARD"
707,18.01,-65.9,"MAUNABO","PR","MAUNABO","STANDARD"
714,17.97,-66.04,"ARROYO","PR","ARROYO","STANDARD"
715,18.01,-66.56,"MERCEDITA","PR","PONCE","STANDARD"
716,18,-66.61,"PONCE","PR","PONCE","STANDARD"
717,18,-66.61,"PONCE","PR","PONCE","STANDARD"
718,18.22,-65.78,"NAGUABO","PR","NAGUABO","STANDARD"
719,18.3,-66.23,"NARANJITO","PR","NARANJITO","STANDARD"
720,18.23,-66.39,"OROCOVIS","PR","OROCOVIS","STANDARD"
721,18.36,-65.78,"PALMER","PR","RIO GRANDE","STANDARD"
723,18.01,-66.01,"PATILLAS","PR","PATILLAS","STANDARD"
725,18.21,-66.06,"CAGUAS","PR","CAGUAS","STANDARD"
726,18.21,-66.06,"CAGUAS","PR","CAGUAS","STANDARD"
727,18.21,-66.06,"CAGUAS","PR","CAGUAS","STANDARD"
728,18,-66.61,"PONCE","PR","PONCE","STANDARD"
729,18.33,-65.88,"CANOVANAS","PR","CANOVANAS","STANDARD"
730,18,-66.61,"PONCE","PR","PONCE","STANDARD"
731,18.04,-66.63,"PONCE","PR","PONCE","STANDARD"
732,18.02,-66.61,"PONCE","PR","PONCE","STANDARD"
733,18.02,-66.62,"PONCE","PR","PONCE","STANDARD"
734,18,-66.64,"PONCE","PR","PONCE","STANDARD"
735,18.26,-65.59,"CEIBA","PR","CEIBA","STANDARD"
736,18.1,-66.14,"CAYEY","PR","CAYEY","STANDARD"
737,18.1,-66.14,"CAYEY","PR","CAYEY","STANDARD"
738,18.36,-65.61,"FAJARDO","PR","FAJARDO","STANDARD"
739,18.18,-66.17,"CIDRA","PR","CIDRA","STANDARD"
740,18.33,-65.64,"PUERTO REAL","PR","FAJARDO","STANDARD"
741,18.16,-65.75,"PUNTA SANTIAGO","PR","HUMACAO","STANDARD"
742,18.26,-65.59,"ROOSEVELT ROADS","PR","CEIBA","STANDARD"
744,18.21,-65.74,"RIO BLANCO","PR","NAGUABO","PO BOX ONLY"
745,18.37,-65.82,"RIO GRANDE","PR","RIO GRANDE","STANDARD"
751,18,-66.26,"SALINAS","PR","SALINAS","STANDARD"
754,18.19,-65.96,"SAN LORENZO","PR","SAN LORENZO","STANDARD"
757,17.99,-66.4,"SANTA ISABEL","PR","SANTA ISABEL","STANDARD"
765,18.12,-65.46,"VIEQUES","PR","VIEQUES","STANDARD"
766,18.12,-66.5,"VILLALBA","PR","VILLALBA","STANDARD"
767,18.05,-65.89,"YABUCOA","PR","YABUCOA","STANDARD"
769,18.1,-66.35,"COAMO","PR","COAMO","STANDARD"
771,18.2,-65.87,"LAS PIEDRAS","PR","LAS PIEDRAS","STANDARD"
772,18.45,-65.9,"LOIZA","PR","LOIZA","STANDARD"
773,18.37,-65.71,"LUQUILLO","PR","LUQUILLO","STANDARD"
775,18.32,-65.3,"CULEBRA","PR","CULEBRA","PO BOX ONLY"
777,18.21,-65.9,"JUNCOS","PR","JUNCOS","STANDARD"
778,18.26,-65.97,"GURABO","PR","GURABO","STANDARD"
780,18,-66.61,"COTO LAUREL","PR","PONCE","STANDARD"
782,18.22,-66.22,"COMERIO","PR","COMERIO","STANDARD"
783,18.3,-66.33,"COROZAL","PR","COROZAL","STANDARD"
784,17.99,-66.14,"GUAYAMA","PR","GUAYAMA","STANDARD"
785,18.02,-66.8,"GUAYAMA","PR","GUAYANILLA","STANDARD"
786,18.13,-66.27,"LA PLATA","PR","AIBONITO","PO BOX ONLY"
791,18.14,-65.79,"HUMACAO","PR","HUMACAO","STANDARD"
792,18.14,-65.79,"HUMACAO","PR","HUMACAO","STANDARD"
794,18.2,-66.31,"BARRANQUITAS","PR","BARRANQUITAS","STANDARD"
795,18,-66.49,"JUANA DIAZ","PR","JUANA DIAZ","STANDARD"
801,18.32,-64.96,"ST THOMAS","VI","SAINT THOMAS","STANDARD"
802,18.32,-64.96,"ST THOMAS","VI","SAINT THOMAS","STANDARD"
803,18.32,-64.96,"ST THOMAS","VI","SAINT THOMAS","STANDARD"
804,18.32,-64.96,"ST THOMAS","VI","SAINT THOMAS","STANDARD"
805,18.32,-64.96,"ST THOMAS","VI","SAINT THOMAS","STANDARD"
820,17.73,-64.73,"CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
821,17.73,-64.73,"CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
822,17.73,-64.73,"CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
823,17.73,-64.73,"CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
824,17.73,-64.73,"CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
830,18.33,-64.74,"ST JOHN","VI","SAINT JOHN","STANDARD"
831,18.33,-64.74,"ST JOHN","VI","SAINT JOHN","STANDARD"
840,17.73,-64.73,"FREDERIKSTED","VI","SAINT CROIX","STANDARD"
841,17.73,-64.73,"FREDERIKSTED","VI","SAINT CROIX","STANDARD"
850,17.73,-64.73,"KINGSHILL","VI","SAINT CROIX","STANDARD"
851,17.73,-64.73,"KINGSHILL","VI","SAINT CROIX","STANDARD"
901,18.47,-66.1,"SAN JUAN","PR","SAN JUAN","STANDARD"
902,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
906,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
907,18.45,-66.08,"SAN JUAN","PR","SAN JUAN","STANDARD"
908,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
909,18.44,-66.07,"SAN JUAN","PR","SAN JUAN","STANDARD"
910,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
911,18.45,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
912,18.44,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
913,18.45,-66.04,"SAN JUAN","PR","SAN JUAN","STANDARD"
914,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
915,18.44,-66.05,"SAN JUAN","PR","SAN JUAN","STANDARD"
916,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
917,18.42,-66.05,"SAN JUAN","PR","SAN JUAN","STANDARD"
918,18.42,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
919,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
920,18.41,-66.09,"SAN JUAN","PR","SAN JUAN","STANDARD"
921,18.39,-66.07,"SAN JUAN","PR","SAN JUAN","STANDARD"
922,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
923,18.41,-66.04,"SAN JUAN","PR","SAN JUAN","STANDARD"
924,18.4,-66.01,"SAN JUAN","PR","SAN JUAN","STANDARD"
925,18.4,-66.05,"SAN JUAN","PR","SAN JUAN","STANDARD"
926,18.37,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
927,18.39,-66.07,"SAN JUAN","PR","SAN JUAN","STANDARD"
928,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
929,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
930,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
931,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
933,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
934,18.34,-66.17,"FORT BUCHANAN","PR","BAYAMON","STANDARD"
935,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","UNIQUE"
936,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
937,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
938,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
939,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
940,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
949,18.43,-66.2,"TOA BAJA","PR","TOA BAJA","STANDARD"
950,18.46,-66.2,"TOA BAJA","PR","TOA BAJA","STANDARD"
951,18.46,-66.2,"TOA BAJA","PR","TOA BAJA","STANDARD"
952,18.46,-66.2,"SABANA SECA","PR","TOA BAJA","STANDARD"
953,18.36,-66.26,"TOA ALTA","PR","TOA ALTA","STANDARD"
954,18.36,-66.26,"TOA ALTA","PR","TOA ALTA","STANDARD"
955,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","STANDARD"
956,18.33,-66.17,"BAYAMON","PR","BAYAMON","STANDARD"
957,18.37,-66.18,"BAYAMON","PR","BAYAMON","STANDARD"
958,18.34,-66.17,"BAYAMON","PR","BAYAMON","STANDARD"
959,18.39,-66.16,"BAYAMON","PR","BAYAMON","STANDARD"
960,18.34,-66.17,"BAYAMON","PR","BAYAMON","STANDARD"
961,18.41,-66.17,"BAYAMON","PR","BAYAMON","STANDARD"
962,18.44,-66.14,"CATANO","PR","CATANO","STANDARD"
963,18.44,-66.14,"CATANO","PR","CATANO","STANDARD"
965,18.43,-66.12,"GUAYNABO","PR","GUAYNABO","STANDARD"
966,18.4,-66.11,"GUAYNABO","PR","GUAYNABO","STANDARD"
968,18.41,-66.06,"GUAYNABO","PR","SAN JUAN","STANDARD"
969,18.36,-66.11,"GUAYNABO","PR","GUAYNABO","STANDARD"
970,18.36,-66.11,"GUAYNABO","PR","GUAYNABO","STANDARD"
971,18.31,-66.11,"GUAYNABO","PR","GUAYNABO","STANDARD"
975,18.41,-66.06,"SAN JUAN","PR","SAN JUAN","UNIQUE"
976,18.34,-65.99,"TRUJILLO ALTO","PR","TRUJILLO ALTO","STANDARD"
977,18.34,-65.99,"TRUJILLO ALTO","PR","TRUJILLO ALTO","STANDARD"
978,18.34,-65.99,"SAINT JUST CONTRACT","PR","TRUJILLO ALTO","STANDARD"
979,18.41,-66.06,"CAROLINA","PR","SAN JUAN","STANDARD"
981,18.41,-66.06,"CAROLINA","PR","SAN JUAN","STANDARD"
982,18.41,-66.06,"CAROLINA","PR","SAN JUAN","STANDARD"
983,18.41,-65.98,"CAROLINA","PR","CAROLINA","STANDARD"
984,18.39,-65.97,"CAROLINA","PR","CAROLINA","STANDARD"
985,18.35,-65.94,"CAROLINA","PR","CAROLINA","STANDARD"
986,18.39,-65.97,"CAROLINA","PR","CAROLINA","STANDARD"
987,18.37,-65.96,"CAROLINA","PR","CAROLINA","STANDARD"
988,18.39,-65.97,"CAROLINA","PR","CAROLINA","STANDARD"
1001,42.14,-72.79,"AGAWAM","MA","HAMPDEN","STANDARD"
1002,42.37,-72.46,"AMHERST","MA","HAMPSHIRE","STANDARD"
1003,42.37,-72.64,"AMHERST","MA","HAMPSHIRE","STANDARD"
1004,42.38,-72.51,"AMHERST","MA","HAMPSHIRE","STANDARD"
1005,42.33,-72.14,"BARRE","MA","WORCESTER","STANDARD"
1007,42.28,-72.4,"BELCHERTOWN","MA","HAMPSHIRE","STANDARD"
1008,42.18,-72.96,"BLANDFORD","MA","HAMPDEN","STANDARD"
1009,42.21,-72.34,"BONDSVILLE","MA","HAMPDEN","PO BOX ONLY"
1010,42.11,-72.2,"BRIMFIELD","MA","HAMPDEN","STANDARD"
1011,42.29,-72.95,"CHESTER","MA","HAMPDEN","STANDARD"
1012,42.39,-72.83,"CHESTERFIELD","MA","HAMPSHIRE","STANDARD"
1013,42.16,-72.67,"CHICOPEE","MA","HAMPDEN","STANDARD"
1014,42.17,-72.6,"CHICOPEE","MA","HAMPDEN","STANDARD"
1020,42.18,-72.56,"CHICOPEE","MA","HAMPDEN","STANDARD"
1021,42.17,-72.6,"CHICOPEE","MA","HAMPDEN","STANDARD"
1022,42.19,-72.55,"CHICOPEE","MA","HAMPDEN","STANDARD"
1026,42.43,-72.91,"CUMMINGTON","MA","HAMPSHIRE","STANDARD"
1027,42.37,-72.77,"EASTHAMPTON","MA","HAMPSHIRE","STANDARD"
1028,42.06,-72.5,"EAST LONGMEADOW","MA","HAMPDEN","STANDARD"
1029,42.19,-73.05,"EAST OTIS","MA","BERKSHIRE","PO BOX ONLY"
1030,42.19,-72.8,"FEEDING HILLS","MA","HAMPDEN","STANDARD"
1031,42.35,-72.21,"GILBERTVILLE","MA","WORCESTER","STANDARD"
1032,42.44,-72.82,"GOSHEN","MA","HAMPSHIRE","STANDARD"
1033,42.26,-72.5,"GRANBY","MA","HAMPSHIRE","STANDARD"
1034,42.11,-72.95,"GRANVILLE","MA","HAMPDEN","STANDARD"
1035,42.36,-72.58,"HADLEY","MA","HAMPSHIRE","STANDARD"
1036,42.07,-72.42,"HAMPDEN","MA","HAMPDEN","STANDARD"
1037,42.35,-72.23,"HARDWICK","MA","WORCESTER","PO BOX ONLY"
1038,42.39,-72.64,"HATFIELD","MA","HAMPSHIRE","STANDARD"
1039,42.36,-72.68,"HAYDENVILLE","MA","HAMPSHIRE","STANDARD"
1040,42.2,-72.64,"HOLYOKE","MA","HAMPDEN","STANDARD"
1041,42.17,-72.6,"HOLYOKE","MA","HAMPDEN","STANDARD"
1050,42.31,-72.9,"HUNTINGTON","MA","HAMPSHIRE","STANDARD"
1053,42.35,-72.7,"LEEDS","MA","HAMPSHIRE","STANDARD"
1054,42.47,-72.47,"LEVERETT","MA","FRANKLIN","STANDARD"
1056,42.17,-72.63,"LUDLOW","MA","HAMPDEN","STANDARD"
1057,42.1,-72.28,"MONSON","MA","HAMPDEN","STANDARD"
1059,42.37,-72.64,"NORTH AMHERST","MA","HAMPSHIRE","STANDARD"
1060,42.42,-72.77,"NORTHAMPTON","MA","HAMPSHIRE","STANDARD"
1061,42.37,-72.64,"NORTHAMPTON","MA","HAMPSHIRE","STANDARD"
1062,42.33,-72.85,"FLORENCE","MA","HAMPSHIRE","STANDARD"
1063,42.32,-72.64,"NORTHAMPTON","MA","HAMPSHIRE","UNIQUE"
1066,42.41,-72.63,"NORTH HATFIELD","MA","HAMPSHIRE","PO BOX ONLY"
1068,42.35,-72.06,"OAKHAM","MA","WORCESTER","STANDARD"
1069,42.18,-72.31,"PALMER","MA","HAMPDEN","STANDARD"
1070,42.45,-72.96,"PLAINFIELD","MA","HAMPSHIRE","STANDARD"
1071,42.18,-72.86,"RUSSELL","MA","HAMPDEN","STANDARD"
1072,42.47,-72.44,"SHUTESBURY","MA","FRANKLIN","STANDARD"
1073,42.23,-72.73,"SOUTHAMPTON","MA","HAMPSHIRE","STANDARD"
1074,42.38,-72.15,"SOUTH BARRE","MA","WORCESTER","PO BOX ONLY"
1075,42.25,-72.58,"SOUTH HADLEY","MA","HAMPSHIRE","STANDARD"
1077,42.07,-72.54,"SOUTHWICK","MA","HAMPDEN","STANDARD"
1079,42.19,-72.33,"THORNDIKE","MA","HAMPDEN","PO BOX ONLY"
1080,42.18,-72.52,"THREE RIVERS","MA","HAMPDEN","STANDARD"
1081,42.06,-72.21,"WALES","MA","HAMPDEN","STANDARD"
1082,42.38,-72.55,"WARE","MA","HAMPSHIRE","STANDARD"
1083,42.2,-72.2,"WARREN","MA","WORCESTER","PO BOX ONLY"
1084,42.39,-72.87,"WEST CHESTERFIELD","MA","HAMPSHIRE","PO BOX ONLY"
1085,42.15,-72.5,"WESTFIELD","MA","HAMPDEN","STANDARD"
1086,42.17,-72.85,"WESTFIELD","MA","HAMPDEN","STANDARD"
1088,42.39,-72.65,"WEST HATFIELD","MA","HAMPSHIRE","STANDARD"
1089,42.13,-72.65,"WEST SPRINGFIELD","MA","HAMPDEN","STANDARD"
1090,42.17,-72.6,"WEST SPRINGFIELD","MA","HAMPDEN","STANDARD"
1092,42.2,-72.23,"WEST WARREN","MA","WORCESTER","PO BOX ONLY"
1093,42.44,-72.65,"WHATELY","MA","FRANKLIN","PO BOX ONLY"
1094,42.36,-72.14,"WHEELWRIGHT","MA","WORCESTER","PO BOX ONLY"
1095,42.13,-72.49,"WILBRAHAM","MA","HAMPDEN","STANDARD"
1096,42.41,-72.82,"WILLIAMSBURG","MA","HAMPSHIRE","STANDARD"
1097,42.16,-72.85,"WORONOCO","MA","HAMPDEN","STANDARD"
1098,42.4,-72.9,"WORTHINGTON","MA","HAMPSHIRE","STANDARD"
1101,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1102,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1103,42.1,-72.59,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1104,42.13,-72.57,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1105,42.1,-72.58,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1106,42.05,-72.57,"LONGMEADOW","MA","HAMPDEN","STANDARD"
1107,42.13,-72.59,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1108,42.08,-72.56,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1109,42.12,-72.55,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1111,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","UNIQUE"
1114,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","UNIQUE"
1115,42.1,-72.59,"SPRINGFIELD","MA","HAMPDEN","UNIQUE"
1116,42.17,-72.6,"LONGMEADOW","MA","HAMPDEN","STANDARD"
1118,42.09,-72.52,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1119,42.12,-72.53,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1128,42.09,-72.49,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1129,42.12,-72.49,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1133,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","UNIQUE"
1138,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1139,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1144,42.1,-72.59,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1151,42.15,-72.51,"INDIAN ORCHARD","MA","HAMPDEN","STANDARD"
1152,42.17,-72.6,"SPRINGFIELD","MA","HAMPDEN","STANDARD"
1199,42.12,-72.6,"SPRINGFIELD","MA","HAMPDEN","UNIQUE"
1201,42.48,-73.25,"PITTSFIELD","MA","BERKSHIRE","STANDARD"
1202,42.39,-73.23,"PITTSFIELD","MA","BERKSHIRE","STANDARD"
1203,42.39,-73.23,"PITTSFIELD","MA","BERKSHIRE","STANDARD"
1220,42.39,-73.17,"ADAMS","MA","BERKSHIRE","STANDARD"
1222,42.19,-73.32,"ASHLEY FALLS","MA","BERKSHIRE","STANDARD"
1223,42.34,-73.1,"BECKET","MA","BERKSHIRE","STANDARD"
1224,42.39,-73.23,"BERKSHIRE","MA","BERKSHIRE","STANDARD"
1225,42.48,-73.13,"CHESHIRE","MA","BERKSHIRE","STANDARD"
1226,42.47,-73.09,"DALTON","MA","BERKSHIRE","STANDARD"
1227,42.52,-73.09,"DALTON","MA","BERKSHIRE","STANDARD"
1229,42.28,-73.34,"GLENDALE","MA","BERKSHIRE","PO BOX ONLY"
1230,42.3,-73.27,"GREAT BARRINGTON","MA","BERKSHIRE","STANDARD"
1235,42.29,-73.22,"HINSDALE","MA","BERKSHIRE","STANDARD"
1236,42.29,-73.36,"HOUSATONIC","MA","BERKSHIRE","STANDARD"
1237,42.49,-73.24,"LANESBORO","MA","BERKSHIRE","STANDARD"
1238,42.37,-73.27,"LEE","MA","BERKSHIRE","STANDARD"
1240,42.46,-73.22,"LENOX","MA","BERKSHIRE","STANDARD"
1242,42.34,-73.25,"LENOX DALE","MA","BERKSHIRE","PO BOX ONLY"
1243,42.36,-73.01,"MIDDLEFIELD","MA","HAMPSHIRE","PO BOX ONLY"
1244,42.12,-73.25,"MILL RIVER","MA","BERKSHIRE","PO BOX ONLY"
1245,42.19,-73.21,"MONTEREY","MA","BERKSHIRE","STANDARD"
1247,42.43,-73.19,"NORTH ADAMS","MA","BERKSHIRE","STANDARD"
1252,42.2,-73.45,"NORTH EGREMONT","MA","BERKSHIRE","STANDARD"
1253,42.21,-73.09,"OTIS","MA","BERKSHIRE","STANDARD"
1254,42.23,-73.24,"RICHMOND","MA","BERKSHIRE","STANDARD"
1255,42.15,-73.15,"SANDISFIELD","MA","BERKSHIRE","STANDARD"
1256,42.37,-73.13,"SAVOY","MA","BERKSHIRE","STANDARD"
1257,42.31,-73.27,"SHEFFIELD","MA","BERKSHIRE","STANDARD"
1258,42.13,-73.36,"SOUTH EGREMONT","MA","BERKSHIRE","STANDARD"
1259,42.2,-73.28,"SOUTHFIELD","MA","BERKSHIRE","STANDARD"
1260,42.29,-73.31,"SOUTH LEE","MA","BERKSHIRE","PO BOX ONLY"
1262,42.3,-73.33,"STOCKBRIDGE","MA","BERKSHIRE","PO BOX ONLY"
1263,42.39,-73.23,"STOCKBRIDGE","MA","BERKSHIRE","UNIQUE"
1264,42.22,-73.2,"TYRINGHAM","MA","BERKSHIRE","STANDARD"
1266,42.36,-73.27,"WEST STOCKBRIDGE","MA","BERKSHIRE","STANDARD"
1267,42.64,-73.26,"WILLIAMSTOWN","MA","BERKSHIRE","STANDARD"
1270,42.44,-73.12,"WINDSOR","MA","BERKSHIRE","STANDARD"
1301,42.6,-72.62,"GREENFIELD","MA","FRANKLIN","STANDARD"
1302,42.52,-72.62,"GREENFIELD","MA","FRANKLIN","STANDARD"
1330,42.56,-72.74,"ASHFIELD","MA","FRANKLIN","STANDARD"
1331,42.55,-72.18,"ATHOL","MA","WORCESTER","STANDARD"
1337,42.63,-72.64,"BERNARDSTON","MA","FRANKLIN","STANDARD"
1338,42.57,-72.77,"BUCKLAND","MA","FRANKLIN","STANDARD"
1339,42.59,-72.67,"CHARLEMONT","MA","FRANKLIN","STANDARD"
1340,42.68,-72.82,"COLRAIN","MA","FRANKLIN","STANDARD"
1341,42.59,-72.71,"CONWAY","MA","FRANKLIN","STANDARD"
1342,42.55,-72.61,"DEERFIELD","MA","FRANKLIN","STANDARD"
1343,42.64,-72.99,"DRURY","MA","BERKSHIRE","STANDARD"
1344,42.63,-72.55,"ERVING","MA","FRANKLIN","STANDARD"
1346,42.62,-72.79,"HEATH","MA","FRANKLIN","STANDARD"
1347,42.56,-72.52,"LAKE PLEASANT","MA","FRANKLIN","PO BOX ONLY"
1349,42.62,-72.71,"TURNERS FALLS","MA","FRANKLIN","STANDARD"
1350,42.72,-72.98,"MONROE BRIDGE","MA","FRANKLIN","PO BOX ONLY"
1351,42.55,-72.49,"MONTAGUE","MA","FRANKLIN","STANDARD"
1354,42.52,-72.62,"NORTHFIELD","MA","FRANKLIN","STANDARD"
1355,42.52,-72.53,"NEW SALEM","MA","FRANKLIN","STANDARD"
1360,42.61,-72.53,"NORTHFIELD","MA","FRANKLIN","STANDARD"
1364,42.58,-72.56,"ORANGE","MA","FRANKLIN","STANDARD"
1366,42.46,-72.18,"PETERSHAM","MA","WORCESTER","STANDARD"
1367,42.68,-72.72,"ROWE","MA","FRANKLIN","STANDARD"
1368,42.67,-72.2,"ROYALSTON","MA","WORCESTER","STANDARD"
1369,42.52,-72.62,"SHATTUCKVILLE","MA","FRANKLIN","STANDARD"
1370,42.59,-72.76,"SHELBURNE FALLS","MA","FRANKLIN","STANDARD"
1373,42.46,-72.68,"SOUTH DEERFIELD","MA","FRANKLIN","STANDARD"
1375,42.57,-72.7,"SUNDERLAND","MA","FRANKLIN","STANDARD"
1376,42.65,-72.72,"TURNERS FALLS","MA","FRANKLIN","STANDARD"
1378,42.67,-72.34,"WARWICK","MA","FRANKLIN","STANDARD"
1379,42.58,-72.44,"WENDELL","MA","FRANKLIN","STANDARD"
1380,42.55,-72.39,"WENDELL DEPOT","MA","FRANKLIN","STANDARD"
1420,42.58,-71.82,"FITCHBURG","MA","WORCESTER","STANDARD"
